# chisq   total_pix   chi2/pix
1.02264487963 9.0 0.11362720884777779
5.06501981307 25.0 0.2026007925228
10.172799676114998 49.0 0.20760815665540813
17.080183147763 81.0 0.21086645861435804
21.385227880236783 121.0 0.17673742049782465
28.676887317566788 169.0 0.16968572377258453
34.35454016679279 225.0 0.1526868451857457
44.40587954749559 289.0 0.15365356244808162
49.530390296382286 361.0 0.13720329721989552
